,phone,longBusinessSummary,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,yield,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,navPrice,currency,category,ytdReturn,beta3Year,fundFamily,fundInceptionDate,legalType,threeYearAverageReturn,fiveYearAverageReturn,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,trailingPegRatio,Attributes,Annual Report Expense Ratio (net),Holdings Turnover,Total Net Assets,forwardPE
238,1-800-474-2737,"The fund generally will invest at least 80% of its assets in the component securities (including indirect investments through the underlying fund) and other instruments of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is composed of large- and mid-capitalization equities in Europe, Australasia, and the Far East while mitigating exposure to fluctuations between the value of the component currencies and the U.S. dollar.",86400,2,31.67,31.59,31.39,31.7,31.67,31.59,31.39,31.7,14.694947,564481,564481,576219,548340,548340,28.6,32.0,2200,3000,0.030199999,3810390272,27.71,31.89,31.1884,30.42425,,,31.68441,USD,Foreign Large Blend,0.0060298,0.67,iShares,1391126400,Exchange Traded Fund,0.1008252,0.10637,BTS,ETF,HEFA,HEFA,iShares Currency Hedged MSCI EA,iShares Currency Hedged MSCI EAFE ETF,1392388200,America/New_York,EST,c0784a09-ef96-3788-9e21-3d2b3d090f66,finmb_248604809,-18000000,,HEFA,0.35%,15.00%,"48,002.41",
239,1-800-474-2737,"The fund will invest at least 80% of its assets in the component securities of the underlying index, and the fund will invest at least 90% of its assets in fixed income securities of the types included in the underlying index that the advisor believes will help the fund track the underlying index. The index consists of U.S. dollar-denominated, investment-grade corporate bonds.",86400,2,44.73,44.705,44.6201,44.8,44.73,44.705,44.6201,44.8,,44930,44930,131649,136510,136510,40.43,49.01,800,1000,0.0462,423852768,41.17,45.71,44.15402,43.646145,,,44.68229,USD,Corporate Bond,-0.0107194,1.2,iShares,1499731200,Exchange Traded Fund,-0.0271022,0.0306793,BTS,ETF,IGEB,IGEB,iShares Investment Grade Bond F,iShares Investment Grade Bond Factor ETF,1500039000,America/New_York,EST,a1e2c87c-a2b2-3dd5-8d9b-3727f4d8b38a,finmb_428736114,-18000000,,IGEB,0.18%,87.00%,0.00,
240,2122505883,"The fund, using a ""passive"" or indexing investment approach, seeks investment results that correspond generally to the performance, before fees and expenses, of the underlying index, which is designed to track developed market performance while mitigating exposure to fluctuations between the value of the U.S. dollar and the currencies of the countries included in the underlying index. It will invest at least 80% of its total assets in component securities of the underlying index.",86400,2,37.2,37.1,36.99,37.2298,37.2,37.1,36.99,37.2298,14.970361,656087,656087,618698,572970,572970,36.6,40.0,3000,1000,0.0446,4649538048,33.08,37.44,36.3476,35.60055,,,36.999,USD,Foreign Large Blend,0.0062196,0.64,Xtrackers,1307577600,Exchange Traded Fund,0.0995932,0.105274096,PCX,ETF,DBEF,DBEF,Xtrackers MSCI EAFE Hedged Equi,Xtrackers MSCI EAFE Hedged Equity ETF,1307626200,America/New_York,EST,84a83aaa-f1f4-3634-92a7-0559057f7ec2,finmb_134106030,-18000000,,DBEF,0.36%,19.00%,"47,898.93",
241,,"The fund will invest at least 80% of its net assets, plus borrowings for investment purposes, if any, in securities that compose its underlying index. The underlying index seeks to provide more stable income through investments in stocks of profitable companies in developed markets outside of the United States with relatively high dividend yields or anticipated dividend yields and lower price and earnings volatility, while mitigating exposure to exchange-rate fluctuations between the USD and other international currencies.",86400,2,27.57,27.57,27.3536,27.57,27.57,27.57,27.3536,27.57,9.859392,126016,126016,164591,138530,138530,27.35,30.12,900,1200,0.08140001,654349952,25.81,28.61,27.75,27.3834,,,27.39,USD,Foreign Large Value,-0.0046999,0.5,Franklin Templeton Investments,1469577600,Exchange Traded Fund,0.1191883,0.0789452,BTS,ETF,LVHI,LVHI,Franklin International Low Vola,Franklin International Low Volatility High Dividend Index ETF,1469712600,America/New_York,EST,2ee3605a-f81b-328c-8f6a-e16fd1f9b2fc,finmb_342571068,-18000000,,LVHI,0.40%,78.00%,"29,081.68",
242,(800) 480-4111,"As a matter of non-fundamental policy, the fund will ordinarily invest at least 80% of its assets in bonds. The fund's average weighted maturity will ordinarily range between five and twenty years. The balance of the fund's assets are not required to meet any minimum quality rating although the fund will not, under normal circumstances, invest more than 30% of its assets in below investment grade securities (or the unrated equivalent).",86400,2,46.49,46.5,46.38,46.52,46.49,46.5,46.38,46.52,2.2373745,453875,453875,425083,440490,440490,42.0,46.54,1000,900,0.0433,2380433664,43.47,47.969,46.1314,46.008816,0.0,0.0,46.393,USD,,-0.0121058,0.99,JPMorgan,1548633600,Exchange Traded Fund,-0.026415,,BTS,ETF,JCPB,JCPB,JPMorgan Core Plus Bond ETF,JPMorgan Core Plus Bond ETF,1552397400,America/New_York,EST,f0f0e26d-5977-32d7-8250-6cc3eaece060,finmb_576700807,-18000000,,JCPB,0.40%,81.00%,"10,454.98",
243,,"The fund invests at least 80% of the sum of its net assets and the amount of any borrowings for investment purposes in REITs. The index is a subset of the Dow Jones U.S. Select REIT Index, which generally includes equity REITs traded on a national securities exchange in the U.S. that derive at least 75% of their total revenue from the ownership and operation of real estate assets and that have a minimum total market capitalization of $200 million at the time of their inclusion. It is non-diversified.",86400,2,29.8958,29.9,30.0401,30.45,29.8958,29.9,30.0401,30.45,25.300293,9709,9709,14957,7740,7740,27.42,31.59,1100,1400,0.0373,49410868,24.997,32.87,29.23628,29.193396,,,30.4452,USD,Real Estate,-0.0158615,1.09,Nuveen,1482105600,Exchange Traded Fund,0.0692932,0.059637297,BTS,ETF,NURE,NURE,Nuveen Short-Term REIT ETF,Nuveen Short-Term REIT ETF,1482244200,America/New_York,EST,687d74e6-7dbc-38ed-a2bf-c39f1d19112b,finmb_408238149,-18000000,,NURE,0.35%,18.00%,"9,170.08",
244,1-800-474-2737,"The fund generally will invest at least 80% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is designed to measure equity market performance in those countries that MSCI Inc. (the ""index provider"" or ""MSCI"") has classified as having developed economies, excluding Japan (""DEEJ"").",86400,2,98.0246,98.05,98.475,98.9596,98.0246,98.05,98.475,98.9596,20.64225,5529,5529,2949,2910,2910,93.25,104.51,800,900,0.0195,192760160,82.16,99.41,96.1054,91.80895,,,99.11659,USD,,0.0024078,1.05,iShares,1197244800,Exchange Traded Fund,0.0773334,0.12238149,PCX,ETF,TOK,TOK,iShares MSCI Kokusai ETF,iShares MSCI Kokusai ETF,1197469800,America/New_York,EST,30be39a0-2131-37b8-ab0f-e6553e9bf540,finmb_39460699,-18000000,,TOK,0.26%,3.00%,"145,952.03",
245,1-800-474-2737,The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index measures the performance of the consumer staples sector of the U.S. equity market. It is non-diversified.,86400,2,191.76,191.92,190.32,191.92,191.76,191.92,190.32,191.92,22.270159,63412,63412,53083,37550,37550,186.49,202.22,900,900,0.0274,1275027840,177.12,208.29,190.334,195.1783,2.45,0.012776388,190.84546,USD,Consumer Defensive,-0.0048198,0.53,iShares,960768000,Exchange Traded Fund,0.0470361,0.13666339,PCX,ETF,IYK,IYK,iShares U.S. Consumer Staples E,iShares US Consumer Staples ETF,961162200,America/New_York,EST,ee644114-509a-333e-a85b-feaad6328969,finmb_8796322,-18000000,,IYK,0.40%,6.00%,"88,015.29",
246,1-800-435-4000,"The fund will invest at least 90% of its net assets (including, for this purpose, any borrowings for investment purposes) in stocks included in the index. The index measures the performance of the constituent companies by fundamental overall company scores (scores), which are created using as the universe the U.S. companies in the FTSE Global Total Cap Index (the parent index). It may invest up to 10% of its net assets in securities not included in the index.",86400,2,60.16,60.35,60.19,60.855,60.16,60.35,60.19,60.855,16.56307,30010,30010,45814,33680,33680,60.78,64.24,1400,2200,0.018099999,650033216,51.24,61.37,58.9438,56.45685,,,60.81,USD,Large Value,-0.0052373,0.92,Schwab ETFs,1376524800,Exchange Traded Fund,0.1108486,0.134882,PCX,ETF,FNDB,FNDB,Schwab Fundamental U.S. Broad M,Schwab Fundamental U.S. Broad Market Index ETF,1376573400,America/New_York,EST,095335e1-c7a7-3167-aad5-20d842c1f320,finmb_243129825,-18000000,,FNDB,0.25%,12.00%,"80,553.61",
247,,"The fund employs an indexing investment approach designed to track the performance of the index. The index is a float-adjusted, market-capitalization-weighted index designed to measure equity market performance of mega-capitalization value stocks in the United States. The Advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index.",86400,2,108.74,108.98,108.55,109.88,108.74,108.98,108.55,109.88,17.489237,129270,129270,193660,186970,186970,108.68,109.74,1100,800,0.0248,6623877120,96.12,110.38,106.5882,103.7319,,,109.74,USD,Large Value,0.0035659,0.78,Vanguard,1197849600,Exchange Traded Fund,0.097242095,0.1061557,PCX,ETF,MGV,MGV,Vanguard Mega Cap Value ETF,Vanguard Mega Cap Value Index Fund,1198765800,America/New_York,EST,165ac798-77cf-3925-8707-3398da69e842,finmb_39636526,-18000000,,MGV,0.07%,7.00%,"165,036.47",
248,(414) 287-3700,"The fund will normally invest at least 80% of its total assets in securities that comprise the underlying index (or depository receipts based on such securities). The underlying index is a proprietary rules-based, capitalization weighted, float adjusted index designed to track the overall performance of equity securities of North American Pipeline Companies. The fund is non-diversified.",86400,2,25.53,25.5,25.35,25.52,25.53,25.5,25.35,25.52,16.956942,29922,29922,127042,132600,132600,23.73,27.86,900,900,0.048299998,535205120,22.62,26.52,25.8104,24.99674,,,25.4662,USD,Energy Limited Partnership,-0.0173477,0.78,"Tortoise Capital Advisors, LLC",1435536000,Exchange Traded Fund,0.1589841,0.0794974,PCX,ETF,TPYP,TPYP,Tortoise North American Pipelin,Tortoise North American Pipeline Fund,1435671000,America/New_York,EST,6bab6fda-4e1f-38fa-8e05-2c27c83ac18d,finmb_297929091,-18000000,,TPYP,0.40%,12.00%,"19,644.36",
249,,"The fund generally will invest at least 90% of its total assets in securities that comprise the underlying index. Strictly in accordance with its guidelines and mandated procedures, the index provider compiles, maintains and calculates the underlying index, which is composed of constituents of the S&P SmallCap 600® Index that have the highest ""momentum score.""",86400,2,55.22,55.6,54.8048,55.71,55.22,55.6,54.8048,55.71,15.230642,59914,59914,51103,41380,41380,53.6,56.92,1100,1400,0.0095999995,273750752,43.21,57.82,53.0646,48.9256,0.28,0.0050706263,55.73,USD,Small Growth,-0.016872,1.02,Invesco,1109808000,Exchange Traded Fund,0.0319871,0.1131561,PCX,ETF,XSMO,XSMO,Invesco S&P SmallCap Momentum E,Invesco S&P SmallCap Momentum ETF,1109860200,America/New_York,EST,297189a9-e691-32e2-bd4e-61b3f4a9bc3e,finmb_22893224,-18000000,,XSMO,0.39%,0.00%,"3,402.09",
250,855.724.0450,The underlying index is a rules-based index intended to give investors a means of tracking the overall performance of high performing equity securities of U.S. companies. The fund will invest at least 80% of its total assets in the equity securities which comprise the underlying index.,86400,2,60.83,60.99,60.99,61.4618,60.83,60.99,60.99,61.4618,10.909412,470,470,5731,4290,4290,57.54,64.5,1300,1300,0.0126,136889568,51.3,63.47,59.7262,56.89565,,,61.5194,USD,Mid-Cap Blend,-0.0118269,1.05,ALPS,1370217600,Exchange Traded Fund,0.066239804,0.1076714,PCX,ETF,BFOR,BFOR,Barron's 400,Barron's 400 ETF,1370352600,America/New_York,EST,e18d3c8a-0915-3c18-aab8-b8bf98dec203,finmb_233574662,-18000000,,BFOR,0.65%,94.00%,"11,588.48",
251,(212) 883 - 2290,"Under normal market conditions, the fund invests substantially all, and at least 95% of its total assets in the securities comprising the index. The index, which was created by Syntax, LLC, an affiliate of the fund's investment adviser, is the stratified-weight version of the broad-based S&P 500 Index and holds the same constituents as the S&P 500 Index.",86400,2,69.9109,70.31,70.31,70.3974,69.9109,70.31,70.31,70.3974,18.291986,509,509,2106,1580,1580,28.18,112.68,900,1200,0.0175,94339304,61.917,72.0,69.07732,67.115974,,,70.4552,USD,Large Value,-0.0105457,0.95,Syntax,1546387200,Exchange Traded Fund,0.0844652,0.12052789,PCX,ETF,SSPY,SSPY,Syntax Stratified LargeCap ETF,Syntax Stratified LargeCap ETF,1420036200,America/New_York,EST,8b9d80dc-2000-3634-96a2-37913378478f,finmb_536181119,-18000000,,SSPY,0.30%,31.00%,"41,474.95",
252,866-909-9473,"Under normal circumstances, at least 95% of the fund's total assets (exclusive of collateral held from securities lending) will be invested in component securities of the index and investments that have economic characteristics that are substantially identical to the economic characteristics of such component securities. The index is a fundamentally weighted index that is comprised of the large-capitalization segment of the U.S. dividend-paying market. The fund is non-diversified.",86400,2,66.16,66.29,66.1,66.895,66.16,66.29,66.1,66.895,17.737738,142195,142195,166131,252410,252410,65.64,68.24,900,800,0.024300002,3671025920,58.71,66.91,64.765,63.12895,0.0,0.0,66.80727,USD,Large Value,0.0061765998,0.81,WisdomTree,1150416000,Exchange Traded Fund,0.0972132,0.112091996,PCX,ETF,DLN,DLN,WisdomTree U.S. LargeCap Divide,WisdomTree U.S. LargeCap Dividend Fund,1150464600,America/New_York,EST,2f956d75-ad04-38a5-9134-c971ceee17c5,finmb_27778205,-18000000,,DLN,0.28%,20.00%,"154,234.95",
253,(415) 670-2000,"The fund seeks to achieve its investment objective by investing, under normal circumstances, at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in component securities and instruments in the fund’s underlying index.",86400,2,26.07,26.1,26.06,26.14,26.07,26.1,26.06,26.14,,11778,11778,9403,6290,6290,10.43,28.56,900,900,0.0398,44573064,23.996,26.6,25.68524,25.41641,,,26.09192,USD,Corporate Bond,-0.0064823995,1.4,iShares,1525737600,Exchange Traded Fund,-0.0055637998,0.0469119,BTS,ETF,LQDI,LQDI,iShares Inflation Hedged Corpor,iShares Inflation Hedged Corporate Bond ETF,1526391000,America/New_York,EST,0def9086-d31b-3d75-905f-d57ec7284d20,finmb_551008962,-18000000,,LQDI,0.18%,5.00%,0.00,
254,,"The fund normally invests at least 80% of assets in securities included in the Fidelity U.S. Value Factor Index?, which is designed to reflect the performance of stocks of large and mid-capitalization U.S. companies that have attractive valuations. It may lend securities to earn income for the fund.",86400,2,52.42,52.66,52.5,53.06,52.42,52.66,52.5,53.06,14.445302,104256,104256,110327,124760,124760,51.2,56.05,900,1800,0.016900001,640984256,43.24,53.28,51.37284,48.876965,,,53.05662,USD,Large Value,0.0007944,0.97,Fidelity Investments,1473638400,Exchange Traded Fund,0.10350411,0.12679261,PCX,ETF,FVAL,FVAL,Fidelity Value Factor ETF,Fidelity Value Factor ETF,1473946200,America/New_York,EST,aceaf304-56a7-3a17-941b-aa6f2330d103,finmb_347630575,-18000000,,FVAL,0.15%,43.00%,"171,562.83",
255,800-523-1036,"This index includes all medium and larger issues of U.S. government, investment-grade corporate and investment-grade international dollar-denominated bonds that have maturities between 5 and 10 years and are publicly issued. All of the fund's investments will be selected through the sampling process, and at least 80% of its assets will be invested in bonds held in the index.",86400,2,75.47,75.42,75.215,75.53,75.47,75.42,75.215,75.53,,1301765,1301765,1576560,1487060,1487060,75.0,79.71,2900,3100,0.0309,37747757056,70.43,77.71,74.8368,74.526,0.0,0.0,75.41,USD,Intermediate-Term Bond,-0.0111286,1.07,Vanguard,1175558400,Exchange Traded Fund,-0.036199998,0.0142568005,PCX,ETF,BIV,BIV,Vanguard Intermediate-Term Bond,Vanguard Intermediate-Term Bond Index Fund,1176211800,America/New_York,EST,200922cc-7c4c-372e-869c-f2adf7dd9f5d,finmb_33837464,-18000000,,BIV,0.04%,46.00%,0.00,
256,617-563-7000,"Normally, the fund invests at least 80% of assets in investment-grade corporate bonds and other corporate debt securities and repurchase agreements for those securities.",86400,2,46.35,46.43,46.21,46.43,46.35,46.43,46.21,46.43,,45753,45753,49822,43560,43560,41.91,50.81,1100,3000,0.037100002,206171792,42.57,47.413,45.8266,45.20938,,,46.33315,USD,Corporate Bond,-0.0139317,1.24,Fidelity Investments,1412553600,Exchange Traded Fund,-0.0353722,0.0246726,PCX,ETF,FCOR,FCOR,Fidelity Corporate Bond ETF,Fidelity Corporate Bond ETF,1412861400,America/New_York,EST,bc25f6af-face-333f-becc-56bec1820b07,finmb_270037179,-18000000,,FCOR,0.36%,28.00%,0.00,
257,,"The fund generally will invest at least 80% of its total assets in securities that comprise the index. The underlying index is designed to measure the performance of U.S. dollar-denominated taxable municipal debt publicly issued by U.S. states and territories, and their political subdivisions, in the U.S. domestic market.",86400,2,26.52,26.55,26.47,26.63,26.52,26.55,26.47,26.63,,107285,107285,257767,243330,243330,24.0,27.75,900,1200,0.0366,1581737984,24.29,27.36,26.2854,26.1255,0.95,0.03582202,26.53,USD,Long-Term Bond,-0.010405101,1.2,Invesco,1258416000,Exchange Traded Fund,-0.0439256,0.0130643,PCX,ETF,BAB,BAB,Invesco Taxable Municipal Bond ,Invesco Taxable Municipal Bond ETF,1258468200,America/New_York,EST,96c119ee-89e0-3239-8072-44b51e38fa61,finmb_100304318,-18000000,,BAB,0.28%,0.00%,0.00,
258,(800) 983-0903,"The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The Adviser employs a ""full replication"" methodology in seeking to track the underlying index, meaning that the fund generally invests in all of the securities comprising the index in proportion to their weightings in the index. The index is designed to measure the performance of equity securities of U.S. companies that tend to have larger, higher quality businesses.",86400,2,43.0,43.13,43.009,43.45,43.0,43.13,43.009,43.45,18.432425,353479,353479,60065,83620,83620,39.2,47.52,1400,900,0.0172,278032320,36.06,43.63,42.1034,40.41575,,,43.41,USD,Large Value,0.0032332998,0.9,Invesco,1536710400,Exchange Traded Fund,0.1218232,0.1606037,NGM,ETF,IUS,IUS,Invesco RAFI Strategic US ETF,Invesco RAFI Strategic US ETF,1536759000,America/New_York,EST,2578428f-56b7-32de-a36e-39ce660d2efc,finmb_572192896,-18000000,,IUS,0.19%,13.00%,"113,283.79",
259,515-235-9328,"Under normal circumstances, the fund invests at least 80% of its net assets, plus any borrowings for investment purposes, in equity securities of U.S. companies with small market capitalizations at the time of purchase. For this fund, companies with small market capitalizations are those with market capitalizations within the range of companies comprising the Russell 2000 Index.",86400,2,44.6683,44.74,44.72,45.37,44.6683,44.74,44.72,45.37,8.747958,4792,4792,59045,10380,10380,40.73,67.89,1100,1100,0.0074,461222400,37.78,46.81,43.39846,41.58228,,,45.35434,USD,Small Blend,-0.0140265,0.98,Principal Funds,1474416000,Exchange Traded Fund,0.057729002,0.0998991,NGM,ETF,PSC,PSC,Principal U.S. Small-Cap ETF,Principal U.S. Small-Cap ETF,1474551000,America/New_York,EST,79ebd5d2-c77f-39a2-a47c-d341d84f96a4,finmb_382231897,-18000000,,PSC,0.38%,74.10%,"3,370.70",
260,(402) 895-1600,"The fund utilizes a ""fund of funds"" structure to invest in sector-based equity ETFs. It seeks to achieve its objective through dynamic sector rotation. The Adviser focuses its research primarily on sector selection by carefully reviewing the sectors, industries, and sub-industries in the fund's portfolio. The Adviser chooses sectors it believes are undervalued and poised to respond favorably to financial market catalysts. The fund sells a security when it achieves its target price and is, in the opinion of the Adviser, no longer undervalued.",86400,2,46.11,46.31,46.1254,46.83,46.11,46.31,46.1254,46.83,19.858719,116288,116288,117272,92040,92040,46.1,51.08,1300,1100,0.0084,1485240320,38.372,47.04,45.146,42.98597,,,46.1,USD,Large Blend,0.006015,0.9,Main Management ETFs,1504569600,Exchange Traded Fund,0.093863204,0.13433799,BTS,ETF,SECT,SECT,Northern Lights Fund Trust IV M,Main Sector Rotation ETF,1504704600,America/New_York,EST,91c27b84-8e8e-3f7b-a671-adc95ecaf254,finmb_435022078,-18000000,,SECT,0.75%,33.00%,"53,577.69",
261,2122505883,"The fund will invest at least 80% of its total assets (but typically far more) in component securities of the underlying index. The underlying index is designed to track the equity market performance of companies in the United States selected on the investment style criteria (""factors"") of quality and value.",86400,2,44.6533,44.75,44.75,45.1089,44.6533,44.75,44.75,45.1089,18.081455,1093,1093,11844,6120,6120,40.69,49.33,1000,800,0.0128,65902292,37.101,45.109,43.57816,41.87339,,,45.089,USD,Large Blend,0.0082454,0.95,Xtrackers,1522800000,Exchange Traded Fund,0.111598395,0.14558,PCX,ETF,QARP,QARP,Xtrackers Russell 1000 US Quali,Xtrackers Russell 1000 US Quality at a Reasonable Price ETF,1522935000,America/New_York,EST,7102eaf1-8b84-3530-82cc-7deb4e024b34,finmb_550434868,-18000000,,QARP,0.19%,34.00%,"164,716.38",
262,,"The fund employs an indexing investment approach designed to track the performance of the Bloomberg U.S. 5-10 Year Corporate Bond Index. This index includes U.S. dollar-denominated, investment-grade, fixed-rate, taxable securities issued by U.S. and non-U.S. industrial, utility, and financial companies, with maturities between 5 and 10 years. Under normal circumstances, at least 80% of the fund's assets will be invested in bonds included in the index.",86400,2,80.27,80.26,79.995,80.3,80.27,80.26,79.995,80.3,,7962304,7962304,8368216,10326200,10326200,75.66,80.23,3200,2900,0.0373,46579748864,73.78,81.66,79.3204,78.3106,,,80.21,USD,Corporate Bond,-0.0120571,1.21,Vanguard,1258588800,Exchange Traded Fund,-0.028814599,0.0240744,NGM,ETF,VCIT,VCIT,Vanguard Intermediate-Term Corp,Vanguard Intermediate-Term Corporate Bond Index Fund,1258986600,America/New_York,EST,d9aa7f00-6b01-3c70-b781-247b94e64e74,finmb_81833927,-18000000,,VCIT,0.04%,76.00%,0.00,
263,1-800-474-2737,"The index measures the performance of the investment services sector of the U.S. equity market, as defined by SPDJI. The fund generally will invest at least 80% of its assets in the component securities of its index and in investments that have economic characteristics that are substantially identical to the component securities of its index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents. It is non-diversified.",86400,2,103.8564,104.0,103.49,104.86,103.8564,104.0,103.49,104.86,17.967628,15300,15300,20986,37680,37680,104.44,107.16,1000,1200,0.018,428190944,84.97,109.4,101.5714,94.08275,0.0,0.0,104.82632,USD,Financial,-0.0341878,1.16,iShares,1146441600,Exchange Traded Fund,0.0882333,0.1338747,PCX,ETF,IAI,IAI,iShares U.S. Broker-Dealers & S,iShares U.S. Broker-Dealers & Securities Exchanges ETF,1146835800,America/New_York,EST,23ef4c71-604c-3e85-bc7f-21d465940a58,finmb_27445691,-18000000,,IAI,0.40%,56.00%,"47,964.66",
264,866-909-9473,"The fund, an exchange traded fund, is actively managed using a model-based approach. It seeks to achieve its investment objective by investing primarily in U.S. equity securities that provide a high ""total shareholder yield"" and exhibit favorable quality characteristics that demonstrate a company's profitability, such as strong ROE and/or ROA. The fund invests primarily in equity securities of companies domiciled in the U.S. or listed on a U.S. exchange. The advisor generally expects to invest in large- and mid-capitalization companies and may invest in any sector. The fund is non-diversified.",86400,2,67.5861,67.89,67.4441,68.1274,67.5861,67.89,67.4441,68.1274,10.106457,20535,20535,15344,24700,24700,68.01,68.1,900,800,0.0162,198386112,54.92,69.15,65.8374,62.32105,,,68.07897,USD,Large Value,-0.0065665003,0.97,WisdomTree,1172188800,Exchange Traded Fund,0.1146713,0.1304189,PCX,ETF,WTV,WTV,WisdomTree U.S. Value Fund,WisdomTree U.S. Value Fund,1172241000,America/New_York,EST,e370a83a-ad21-354e-b036-fd0f3ae73aba,finmb_32849125,-18000000,,WTV,0.12%,66.00%,"22,489.43",
265,866-909-9473,"Under normal circumstances, at least 95% of the fund's total assets (exclusive of collateral held from securities lending) will be invested in component securities of the index and investments that have economic characteristics that are substantially identical to the economic characteristics of such component securities. The index is comprised of companies incorporated and traded in India that are profitable and that are eligible to be purchased by foreign investors as of the annual index screening date. It is non-diversified.",86400,2,41.55,41.82,41.7,42.04,41.55,41.82,41.7,42.04,14.80425,593567,593567,820778,911400,911400,41.6,45.0,1200,2900,0.0015,1977519872,30.8,42.37,39.5514,36.1445,,,41.7467,USD,India Equity,0.024390198,0.57,WisdomTree,1203638400,Exchange Traded Fund,0.1469894,0.1366981,PCX,ETF,EPI,EPI,WisdomTree India Earnings Fund,WisdomTree India Earnings Fund,1204036200,America/New_York,EST,713e97de-0bcd-3110-9cb3-74e0a8360727,finmb_41568906,-18000000,,EPI,0.85%,51.00%,"20,952.22",-79.245285
266,,"The fund employs a sampling strategy in seeking to track the index. It generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index applies an alternative weighting methodology to the S&P Composite 1500 Index so that stocks with relatively low valuations (i.e., relatively ""cheap"") are overweight relative to the S&P Composite 1500 Index and stocks with relatively high valuations are underweight.",86400,2,157.903,159.04,158.195,159.5,157.903,159.04,158.195,159.5,15.698834,8964,8964,8773,8390,8390,150.49,168.67,1800,1800,0.0202,290959616,134.09,160.96,154.6844,148.08455,,,159.59888,USD,Large Value,-0.0042669,0.91,SPDR State Street Global Advisors,1351036800,Exchange Traded Fund,0.100833,0.12702051,PCX,ETF,VLU,VLU,SPDR S&P 1500 Value Tilt ETF,SPDR S&P 1500 Value Tilt ETF,1351171800,America/New_York,EST,50d6b73e-2942-3914-9fdb-1b7817677219,finmb_204729653,-18000000,,VLU,0.12%,14.00%,"79,004.98",
267,,"Under normal market conditions, the fund invests at least 80% of its assets in the component securities of the U.S. Mid Cap underlying index. The U.S. Mid Cap underlying index is based on the Russell Midcap® Index using a methodology developed with Franklin Templeton to reflect Franklin Templeton's desired investment strategy.",86400,2,47.36,47.56,47.2831,47.88,47.36,47.56,47.2831,47.88,15.768444,61161,61161,76400,91410,91410,46.15,52.27,800,1000,0.0127,418518944,40.676,48.44,46.16288,44.35713,0.0,0.0,47.78,USD,Mid-Cap Blend,-0.0078953,0.99,Franklin Templeton Investments,1493164800,Exchange Traded Fund,0.0842604,0.1262027,BTS,ETF,FLQM,FLQM,Franklin U.S. Mid Cap Multifact,Franklin U.S. Mid Cap Multifactor Index ETF,1493386200,America/New_York,EST,eda1cb1a-3392-3fe5-abd1-71c07199f627,finmb_418581433,-18000000,,FLQM,0.30%,24.07%,"16,762.64",
268,1-800-474-2737,"The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index is a subset of the Morningstar® U.S. Market IndexSM, which is a broad market index that represents approximately 97% of the market capitalization of publicly-traded U.S. stocks.",86400,2,53.61,53.78,53.52,54.1557,53.61,53.78,53.52,54.1557,18.427603,1774049,1774049,1823140,1902020,1902020,53.09,54.2,2200,1800,0.024500001,25199235072,47.19,54.17,52.4174,51.11885,,,54.09132,USD,Large Value,0.0048309,0.84,iShares,1402358400,Exchange Traded Fund,0.082917206,0.1182084,PCX,ETF,DGRO,DGRO,iShares Core Dividend Growth ET,iShares Core Dividend Growth ETF,1402579800,America/New_York,EST,b54f6875-c45a-31c9-a438-36dcf1efcf8f,finmb_263934819,-18000000,,DGRO,0.08%,30.00%,"132,102.16",
